0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
25.495097567963924,15.556349186104045,43.289721643826724,29.154759474226502,47.16990566028302,33.541019662496836,30.413812651491103,14.142135623730953,26.248809496813372,25.0,,11.180339887498945,32.01562118716424,35.0,52.20153254455275,55.0,44.721359549995796,39.05124837953327,22.36067977499789,15.0,15.811388300841895,42.72001872658765,52.20153254455275,60.41522986797286,43.01162633521314,53.150729063673246
33.541019662496836,26.40075756488817,50.28916384272063,40.311288741492746,57.00877125495689,35.355339059327385,35.355339059327385,15.0,24.166091947189145,35.355339059327385,11.180339887498945,,42.42640687119285,41.23105625617661,55.226805085936306,60.827625302982206,46.09772228646443,38.078865529319536,25.0,7.071067811865476,25.0,51.478150704935004,60.41522986797286,69.46221994724903,54.083269131959845,63.63961030678929
15.0,16.643316977093242,23.430749027719962,11.180339887498945,15.811388300841895,35.355339059327385,25.495097567963924,33.541019662496836,40.79215610874228,25.495097567963924,32.01562118716424,42.42640687119285,,22.36067977499789,43.01162633521314,36.05551275463989,42.72001872658765,45.276925690687094,30.413812651491103,43.01162633521314,30.413812651491103,15.811388300841895,25.495097567963924,30.413812651491103,15.0,21.213203435596427
11.180339887498945,26.40075756488817,9.433981132056603,32.01562118716424,25.495097567963924,15.811388300841895,7.071067811865476,26.925824035672523,26.90724809414742,43.01162633521314,35.0,41.23105625617661,22.36067977499789,,21.213203435596427,20.0,20.615528128088304,25.495097567963924,18.027756377319946,38.078865529319536,42.72001872658765,15.811388300841895,21.213203435596427,32.01562118716424,36.40054944640259,35.355339059327385
32.01562118716424,46.872166581031856,21.18962010041709,53.150729063673246,41.23105625617661,20.0,22.36067977499789,40.311288741492746,33.376638536557266,64.03124237432849,52.20153254455275,55.226805085936306,43.01162633521314,21.213203435596427,,15.811388300841895,11.180339887498945,22.36067977499789,30.413812651491103,50.0,62.64982043070834,31.622776601683796,30.0,40.311288741492746,55.90169943749475,50.99019513592785
30.413812651491103,45.35416188179427,13.0,47.16990566028302,29.154759474226502,29.154759474226502,25.495097567963924,46.09772228646443,42.941821107167776,60.41522986797286,55.0,60.827625302982206,36.05551275463989,20.0,15.811388300841895,,25.0,35.355339059327385,36.40054944640259,57.00877125495689,61.84658438426491,21.213203435596427,15.811388300841895,25.0,46.09772228646443,38.078865529319536
29.154759474226502,42.44997055358225,25.179356624028344,51.478150704935004,45.0,11.180339887498945,18.027756377319946,31.622776601683796,23.0,60.207972893961475,44.721359549995796,46.09772228646443,42.72001872658765,20.615528128088304,11.180339887498945,25.0,,11.180339887498945,22.36067977499789,40.311288741492746,57.00877125495689,35.0,36.40054944640259,47.434164902525694,57.00877125495689,55.0
30.413812651491103,40.70626487409525,32.69556544854363,52.20153254455275,50.99019513592785,10.0,20.0,25.0,13.92838827718412,58.309518948453004,39.05124837953327,38.078865529319536,45.276925690687094,25.495097567963924,22.36067977499789,35.355339059327385,11.180339887498945,,18.027756377319946,31.622776601683796,53.150729063673246,41.23105625617661,44.721359549995796,55.90169943749475,60.207972893961475,60.827625302982206
15.811388300841895,22.84731931759173,27.459060435491967,35.355339059327385,40.311288741492746,11.180339887498945,11.180339887498945,10.0,10.44030650891055,40.311288741492746,22.36067977499789,25.0,30.413812651491103,18.027756377319946,30.413812651491103,36.40054944640259,22.36067977499789,18.027756377319946,,20.615528128088304,35.355339059327385,32.01562118716424,39.05124837953327,49.49747468305833,45.276925690687094,49.24428900898052
32.01562118716424,28.23118842698621,47.4236228055175,42.72001872658765,56.56854249492381,30.0,31.622776601683796,11.180339887498945,17.720045146669353,40.0,15.0,7.071067811865476,43.01162633521314,38.078865529319536,50.0,57.00877125495689,40.311288741492746,31.622776601683796,20.615528128088304,,30.413812651491103,50.0,58.309518948453004,68.00735254367721,55.90169943749475,64.03124237432849
31.622776601683796,16.492422502470642,49.03060268852505,22.36067977499789,46.09772228646443,46.09772228646443,40.311288741492746,29.154759474226502,41.340053217188775,11.180339887498945,15.811388300841895,25.0,30.413812651491103,42.72001872658765,62.64982043070834,61.84658438426491,57.00877125495689,53.150729063673246,35.355339059327385,30.413812651491103,,45.0,55.0,60.827625302982206,36.05551275463989,49.24428900898052
18.027756377319946,29.27456233660889,10.44030650891055,26.925824035672523,10.0,31.622776601683796,22.36067977499789,39.05124837953327,41.88078318274385,41.23105625617661,42.72001872658765,51.478150704935004,15.811388300841895,15.811388300841895,31.622776601683796,21.213203435596427,35.0,41.23105625617661,32.01562118716424,50.0,45.0,,10.0,18.027756377319946,25.0,20.0
26.925824035672523,39.204591567825325,12.206555615733702,36.40054944640259,14.142135623730953,36.05551275463989,28.284271247461906,47.16990566028302,48.10405388322278,50.99019513592785,52.20153254455275,60.41522986797286,25.495097567963924,21.213203435596427,30.0,15.811388300841895,36.40054944640259,44.721359549995796,39.05124837953327,58.309518948453004,55.0,10.0,,11.180339887498945,32.01562118716424,22.36067977499789
36.05551275463989,46.17358552246078,23.323807579381203,40.0,15.0,47.16990566028302,39.05124837953327,57.00877125495689,58.89821729050889,55.0,60.41522986797286,69.46221994724903,30.413812651491103,32.01562118716424,40.311288741492746,25.0,47.434164902525694,55.90169943749475,49.49747468305833,68.00735254367721,60.827625302982206,18.027756377319946,11.180339887498945,,31.622776601683796,18.027756377319946
30.0,27.784887978899608,34.9857113690718,14.142135623730953,18.027756377319946,50.24937810560446,40.311288741492746,47.434164902525694,55.578772926361005,26.925824035672523,43.01162633521314,54.083269131959845,15.0,36.40054944640259,55.90169943749475,46.09772228646443,57.00877125495689,60.207972893961475,45.276925690687094,55.90169943749475,36.05551275463989,25.0,32.01562118716424,31.622776601683796,,15.0
33.541019662496836,37.64306044943742,30.14962686336267,26.925824035672523,10.0,50.99019513592785,41.23105625617661,54.083269131959845,59.615434243155526,41.23105625617661,53.150729063673246,63.63961030678929,21.213203435596427,35.355339059327385,50.99019513592785,38.078865529319536,55.0,60.827625302982206,49.24428900898052,64.03124237432849,49.24428900898052,20.0,22.36067977499789,18.027756377319946,15.0,
